name,country,region,state,varietal,price,description,merchant,address
Shortbread Cellars Chardonnay,United States,na,California,Chardonnay,11.99,"Like the cookie of the same name, Shortbread wine is light, buttery, and simply delightful. Treat yourself any day of the week!

VINEYARD INFO/REGION
We selected grapes from across California’s best cool climate growing regions—from California’s North Coast to the Delta Region of the Sacramento River. With warm sunny days moderated by marine influences, conditions in these areas create an ideal climate for growing Chardonnay. Grapes harvested from a variety of regions are able to provide unique flavor components that together create a balanced, complex and harmonious wine.

TASTING NOTES
Tropical piña colada-esque notes of creamy coconut, pineapple, key lime and pink guava anchored by vanilla and toasted oak create a creamy mouthfeel and smooth finish. A perfect mate to grilled halibut with mango salsa or fresh ricotta drizzled with honey.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Silver Beach Sauvignon Blanc,New Zealand,Marlborough,na,Sauvignon Blanc,13.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Stephen Goff Weber Vineyard Pinot Noir,United States,Willamette Valley,Oregon,Pinot Noir,38.99,"""While the 2015 vintage was once of the most delicate renditions of Weber I have ever produced, 2016 is by far the darkest and most intense wine I have ever made from this site. While big by Weber standards this wine still brings all of the elegance, nuance and finesse that fans of this site have come to love and enjoy. The higher toned aromatics and lithe structure are all there coupled with a more robust and opulent dark red fruit profile. The best Weber I have produced to date.""",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Stratum Sauvignon Blanc,New Zealand,South Island,na,Sauvignon Blanc,12.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Summer Sip Vin De France Rose,France,na,Vin De France,Rose,9.99,Bring on summer ... and rosé. Our favorite easy-drinking wine is the perfect way to celebrate sunshine and good times. We're sharing our go- to summer sips: enjoy it all with friends!,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Tardieu Laurent Rasteau Vielles Vignes,France,Southern Rhone,na,"Grenache, Syrah, Mourvedre",21.99,"Tardieu Laurent consistently sources and produces top notch Rhone wines and the Rasteau is no exception. Ripe, dark fruited and powerful, this Grenache based blend is sure to please.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Terra Santa Ile De Beaute Blanc,France,Ille De Beaute,Corsica,"Vermentino, Chardonnay",9.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Terra Santa Ile De Beaute Rose,France,Ile De Beaute,Corsica,Rose,9.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Terre Di Borgano Chianti,Italy,Chianti,Tuscany,Sangiovese,9.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
The Culprit Red Blend,United States,North Coast,California,"Zinfandel, Cabernet Sauvignon, Petite Sirah, Cabernet Franc",15.99,"You will be hard-pressed to resist this gem of a red blend. Displays intense aromas of fresh, ripe raspberries and toasty vanilla oak. Flavors of blackberry jam and deep, dark chocolate are framed by a velvety style. This fruit-forward, palate-pleasing wine finishes long, lingering , and smooth.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Vega Moragona Tempranillo La Duna Single Vineyard,Spain,Ribera Del Jucar,na,Tempranillo,12.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Villa Olmi Prosecco,Italy,Prosecco,Prosecco,"Prosecco, Sparkling",9.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Wheat Ridge Cellars Bourbon Barrel Aged Red Blend,United States,na,California,"Cabernet Sauvignon, Merlot, Zinfandel",10.99,"Fields of wheat and corn shimmer like fireflies under golden sunbeams across the Midwestern US. This is the heart of bourbon country. Nearly 2,000 miles away, vineyards stretch across the rolling hills of some of California’s most premier wine regions. Wheatridge Cellars seeks to bring these places together in one bottle through aging in bourbon barrels.

VINEYARD INFO/REGION
For this wine, we source grapes from California’s best growing regions. The climate is generally Mediterranean, though regions closer to the Pacific Ocean benefit from cool breezes. The 2017 vintage brought a close to the multiyear drought—filling reservoirs and bringing new life to cover crops, and then to the vines. Lots are selected to blend the characteristics from these varied regions.

WINEMAKING/VITICULTURE
From all across California, our winemaking team hand selects several grape varieties to use in our premium Red Blend. A portion of this wine then goes into used bourbon barrels, which impart the warm, caramel and coffee flavors of fine bourbon. Final blending helps to integrate both flavor profiles, creating a complex, multilayered wine.

TASTING NOTES
For this wine, traditional aromas of both premium red wine and bourbon mingle in the glass - black cherry, raspberry, molasses, and charred vanilla invite you in for a sip. On the palate, rich notes of black cherry and blackberry layer over brown sugar, coffee, and caramel.

FOOD PAIRING: Summer vegetable ratatouille or barbecue glazed beef short ribs.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Xanthos Oakville Cabernet Sauvignon,United States,Napa Valley,California,Cabernet Sauvignon,29.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
l'Odalet Pinot Noir Pays d'Oc,France,Pays D'oc,Languedoc Roussillon,Pinot Noir,10.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
25 Days Red Blend,United States,Sonoma County,California,"Zinfandel, Petite Sirah, Sangiovese",16.99,"On June 14, 1846, a revolt against Mexico claimed Sonoma County as an independent Republic of California for 25 days, marked by the now-famous Bear Flag. This strength, passion, and commitment was a precursor to the modern day Sonoma County, a place we are proud to call home. Our wines are a reflection of these values.

TASTING NOTES: Plush plum and black cherry on the nose are flanked by more dark fruits and dried herbs on the palate—think oregano and thyme. Graphite on the back palate leads to a finish marked with good acidity and length. Pair with a wild mushroom and thyme flatbread or heartier dishes like short ribs and burgers.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
A Tout de Suite Pinot Noir Grochau Cellars,United States,Willamette Valley,Oregon,Pinot Noir,21.99,"This wine is all about the bright fresh purity of Willamette Valley Pinot Noir! Our first release Pinot Noir each year is a blend from multiple Willamette Valley vineyards that capture the essence of each vintage. It’s a wine for every occasion from a family dinner to relaxing in front of the TV. Take it to the beach, the mountains, the office party or along on a bike ride (not encouraging, just saying). This is your anytime go-to bottle. Drink up!",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Ad Vivum Cabernet Sauvignon,United States,Napa Valley,California,Cabernet Sauvignon,174.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Aiken Cabernet Sauvignon Oakville,United States,Napa Valley,California,Cabernet Sauvignon,124.99,Aiken Wines is Joel’s new project with his inaugural vintage of 2009. His Oakville Cabernet Sauvignon is 100% organically farmed Cabernet from Oakville Ranch near Dalle Valle and Stagecoach. The wine can be enjoyed in its youth but some bottle aging is allowing this wine to show its real heart.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Aloft Cabernet Sauvignon,United States,Napa Valley,California,Cabernet Sauvignon,169.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Amici Cabernet Sauvignon Napa Valley,United States,Napa Valley,California,"Cabernet Sauvignon, Merlot, Petit Verdot, Cabernet Franc",49.99,"The Amici Appellation wines are made to capture the essence of its unique viticultural area through flagship bottlings and delicious flavor profiles.  Our family-owned winery is nestled in the foothills of the Palisades, just outside Calistoga, Napa Valley, where we are dedicated to producing true-to-varietal wines from exceptional vineyard sources.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Amici Cabernet Sauvignon Reserve,United States,Napa Valley,California,Cabernet Sauvignon,94.99,"This 2018 Amici Cellars Reserve Cabernet Sauvignon highlights the lush, ripe fruit and Rutherford Dust of valley floor vineyards along with the structure and ageability of Napa Valley’s best mountain appellations. Aromas of blackberry, black currant and blueberry compote give way to notes of cedar box, soy, and currant. The palate is dense and viscous with laser-like precision. Richly fruit-forward with black raspberry, black plum and blackberry cobbler, the wine is also layered with spice, from savory herbs to vanilla and hazelnut. A long, fruit-driven finish leaves you wanting another sip.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Amici Cellars Pinot Noir Russian River Valley,United States,Russian River Valley,California,Pinot Noir,39.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Amici Cellars Sonoma Coast Chardonnay,United States,Sonoma Coast,California,Chardonnay,24.99,"The 2016 Amici Cellars Chardonnay Sonoma Coast is a classic Chardonnay with aromatic complexity and a fine balance of richness with delicate acidity. Enticing crisp apple, Bartlett pear, lemon lime, and hazelnut aromas on this wine lead to a rich meyer lemon, and lemon oil flavor on the palate and a long mineral finish. It is richly textured with a subtle hint of butter to contrast its crisp, clean finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Amici Charles Heintz Chardonnay,United States,Russian River Valley,California,Chardonnay,47.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Amici Sauvignon Blanc Napa Valley,United States,Napa Valley,California,"Sauvignon Blanc, Semillon",24.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Amuse Bouche Red Blend,United States,Napa Valley,California,"Merlot, Cabernet Franc",224.99,"Winemaker Heidi Barrett explains, ""We have created Amuse Bouche, a limited edition, superb Pomerol style wine with the added value of limited edition art that is available to consumers through a variety of channels.""",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Andre Chemin Brut Champagne,France,Champagne,Champagne,"Sparkling, Champagne",36.99,"A beautiful blanc des noirs from sustainably farmed vineyards. It's rich and expressive with notes of baked apple pie, brioche, and lemon curd with a toasty palate driven by persistent fine bubbles and a lengthy finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Andre Chemin Brut Rose Champagne NV,France,Champagne,Champagne,"Sparkling, Champagne",44.99,The Andre Chemin rose is a beautiful Champagne made from hand harvested sustainable grapes. It is beautiful and expressive of red berry and brioche with a refreshing minerality and expansive palate driven by fine bubbles.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Angels Landing Meritage Reserve,United States,Napa Valley,California,"Cabernet Sauvignon, Merlot, Malbec",18.99,"Lush aromas of plum, blackberry and dried herbs with a touch of vanilla and mocha. Rich and smooth with delicious dark berry flavors, hints of cedar and dark chocolate. Soft tannins and a lingering finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baglio Al Sole Pinot Grigio,Italy,Friuli Grave,Friuli Venezia Giulia,Pinot Grigio,9.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Baglio Al Sole Primitivo,Italy,Salento,Puglia,"Primitivo, Zinfandel",9.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Balthazar Fry Pinot Blanc,France,Alsace,Alsace,Pinot Blanc,14.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barnett Cabernet Sauvignon Spring Mountain,United States,Napa Valley,California,Cabernet Sauvignon,89.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barnett Merlot Spring Mountain District,United States,Napa Valley,California,"Merlot, Cabernet Franc, Petit Verdot",69.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Barnett Rattlesnake Hill Cabernet,United States,Napa Valley,California,Cabernet Sauvignon,179.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bodegas Langa Real De Aragon Centenarias,Spain,Catalyud,na,Garnacha,17.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Boisset Auxey Duresses 1er Cru Climat Du Val,France,Auxey Duresses,Burgundy,Pinot Noir,39.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Bortoluzzi Pinot Grigio Venezia Giulia,Italy,Venezia,Veneto,Pinot Grigio,17.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Briar Hill Chardonnay Santa Barbara County,United States,Santa Barbara,California,Chardonnay,19.99,"100% Chardonnay from Santa Barbara County in California's Central Coast. Barrel-aged and displaying lovely ripe apple, delicious pear, and toasty vanilla with just the right amount of mouth-watering acidity to create a perfect balance. Ideal with everything from zucchini and goat cheese flatbread to seared sea scallops with lemon and capers.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Caliterra Carmenere Reserva Estate Grown,Chile,Colchagua Valley,na,Carmenere,10.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Caliterra Reserva Cabernet Sauvignon,Chile,Central Valley,na,Cabernet Sauvignon,10.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Caliterra Reserva Chardonnay,Chile,Colchagua Valley,na,Chardonnay,10.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Camile Giroud Bourgogne Blanc,France,Bourgogne Blanc,Burgundy,Chardonnay,29.99,"""Regional Appellations are wines that can be made out of a blend of several locations, recognized within the appellation area. Wine merchant-maturer is a special profession, involving the careful selection of the best parcels for wine making, according to the vintage.In that which concerns our Bourgogne Blanc, we have selected parcels in Clos de la Combe in Puligny-Montrachet, in the village of Corpeau, neighboring that of Puligny-Montrachet, within Côte de Beaune and the Maconnais area.""--Winery",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Carl Sittmann Riesling,Germany,Mosel,na,Riesling,10.99,"Carl Sittmann Riesling has aromas of green apples, pears, and apricots. The sweet flavors of peaches and apples are gracefully balanced by the crisp acidity keeping it refreshingly elegant and gracefully without being too sweet.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Cava Oriol Rossell Brut Rosado,Spain,Cava,na,"Cava, Sparkling, Grenache, Pinot Noir",16.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Cave Liberal Sparkling Brut,France,Provence,Provence,"Sparkling, Ugni Blanc, Colombard",11.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Cave Liberal Sparkling Rose,France,Provence,na,"Sparkling, Grenache",12.99,"A great sparkler from Provence!  Aromas of freshly picked strawberries & honeysuckle abound. Dry, crisp & refreshing with a nice raspberry/guava finish. Crafted using the same production method as Prosecco (aka Tank Method or Charmat Method). A wonderful alternative to Prosecco! Easy-drinking & refreshing.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Chante Pierre Pays Du Gard Rose,France,Pays Du Gard,Provence,"Grenache Blend, Grenache, Carignan, Syrah",12.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Charles Sparr Gewurztraminer,France,Alsace,Alsace,Gewurztraminer,22.99,"Full-bodied and generous, it develops complex aromas of exotic fruits, flowers or spices. Powerful, exuberant, all round. The perfect wine for aperitif and cheeses.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Charles Sparr Pinot Blanc Tradition,France,Alsace,Alsace,Pinot Blanc,18.99,"A complex nose with fruity flowers and citrus.  The wine is well bodied with a beautiful length and clean finish.  Perfect with aperitif, shellfish, chicken, pork and cheese.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Chat Picampeau Lussac Saint Emilion,France,Bordeaux,na,"Merlot, Cabernet Sauvignon, Cabernet Franc",22.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Chateau Bonnet Julienas VV,France,Julienas,Beaujolais,Gamay,19.99,na,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
